id,status,format,flags,notes,ans_count,expected_count,gold_count,judge_extracted_count,judge_self_ok,answer,question
657,KEEP,free,,,1,1,1,1,1,"[""149.218143193159""]",Find the area of a triangle with sides of length 13 and 26 and included angle 62 degrees. Your answer is [ANS] ;
658,KEEP,free,,,4,4,4,4,1,"[""3"", ""11"", ""7"", ""15""]","Express the repeating decimal $r_{1}=0.\overline{27}$ as a fraction. Hint: $100r_{1}-r_{1}$ is an integer. $0.\overline{27}=$ [ANS] $/$ [ANS]. Then express the repeating decimal $r_{2}=0.4\overline{6}$ as a fraction. $0.4\overline{6}=$ [ANS] $/$ [ANS]. Note: Enter both fractions in reduced terms. That is, numerator and denominator should have no common factors."
659,KEEP,free,,,1,1,1,1,1,"[""35""]","The manager of a restaurant uses the formula below to decide what to charge for a meal.\np=(f\div 3)\times 10 In the formula, $p$ is the price, in dollars. that customers pay for a meal and $f$ is the food cost to make the meal. If the food cost is \$10.50 then the price of the meal is \$ [ANS]."
660,KEEP,free,,,2,2,2,2,1,"[""365*[d/(9.3E+7)]^(3/2)"", ""60298""]","One of Kepler's three laws of planetary motion states that the square of the period, $P$, of a body orbiting the sun is proportional to the cube of its average distance, $d$, from the sun. The Earth has a period of 365 days and its distance from the sun is approximately $93,000,000$ miles.\n(a) Find $P$ as a function of $d$. $P(d)=$ [ANS]\n(b) The planet Neptune has an average distance from the sun of $2,800,000,000$ miles. How many earth days are in a Neptune year--in other words, what is the period of the planet Neptune? [ANS] days (Round to nearest day and do not enter commas in your answer.)"
661,KEEP,free,,,2,2,2,2,1,"[""10 * x = 3 * x + 168"", ""24""]","Video Store A charges \$10 to rent a video game for one week. Although only members can rent from the store, membership is free. Video Store B charges only \$3 to rent a video game for one week. Only members can rent from the store and membership is \$168 per year. After how many video game rentals will the total amount spent at each store be the same? a) Write an equation to model the problem. Let x represent the number of video game rentals. Answer: [ANS]\nb) Solve your equation to answer the question. (Note: Your answer should be in the form 29 rentals. 29 rentals.) Answer: [ANS]"
662,KEEP,mcq_options,,,0,1,1,1,1,"""H""",Let W(t) be the standard Brownian motion. Find P(W(1) + W(2) > 2).
663,KEEP,mcq_options,,,0,1,1,1,1,"""G""",Simplify the radical expression:\n$$\n\frac{ 4 \cdot \sqrt{2 \cdot n} }{ \sqrt{16 \cdot n^4} }\n$$
664,KEEP,mcq_inline,,,2,2,2,2,1,"[""D"", ""A""]","For each problem, select the best response.\n(a) A study found a correlation of r=-0.61 between the gender of a worker and his or her income. You may correctly conclude [ANS] A. women earn less than men on average.  B. women earn more than men on average.  C. an arithmetic mistake was made. Correlation must be positive.  D. this is incorrect because r makes no sense here.  E. None of the above.\n(b) For a biology project, you measure the weight in grams and the tail length in millimeters of a group of mice. The correlation is r=0.6. If you had measured tail length in centimeters instead of millimeters, what would be the correlation? (There are 10 millimeters in a centimeter.) [ANS] A. 0.6  B. 0.6/10=0.06  C. (0.6)(10)=6  D. None of the above."
665,KEEP,mcq_options,,,0,1,1,1,1,"""C""","Given $A=-1 0 0 1$ and $B=-0 1 0 1$, find $[ A+B ]_{complement}=$ ()."
666,KEEP,free,,,4,4,4,4,1,"[""-2.07472077962287"", ""(-infinity,-1.77093)"", ""0.0292144"", ""A""]","Random samples of resting heart rates are taken from two groups. Population 1 exercises regularly, and Population 2 does not. The data from these two samples is given below: Population 1: 68, 70, 69, 73, 72, 67, 70 Population 2: 69, 76, 73, 73, 78, 72, 72, 69 Is there evidence, at an $\alpha=0.05$ level of significance, to conclude that there those who exercise regularly have lower resting heart rates? (Assume that the population variances are equal.) Carry out an appropriate hypothesis test, filling in the information requested. A. The value of the standardized test statistic: [ANS]\nNote: For the next part, your answer should use interval notation. An answer of the form $(-\infty, a)$ is expressed (-infty, a), an answer of the form $(b, \infty)$ is expressed (b, infty), and an answer of the form $(-\infty, a) \cup (b, \infty)$ is expressed (-infty, a)U(b, infty). B. The rejection region for the standardized test statistic: [ANS]\nC. The p-value is [ANS]\nD. Your decision for the hypothesis test: [ANS] A. Reject $H_0$.  B. Do Not Reject $H_0$.  C. Do Not Reject $H_1$.  D. Reject $H_1$."
667,KEEP,mcq_options,,,0,1,1,1,1,"""H""","Suppose a third-order matrix $A=\left( \begin{matrix} {{{1}}} & {{{1}}} & {{{0}}} \\ {{{-2}}} & {{{-1}}} & {{{-2}}} \\ {{{-1}}} & {{{-2}}} & {{{2}}} \\ \end{matrix} \right)$ , then what are $R(A)$ and $R(A^{*})$ respectively?"
668,KEEP,free,,,2,2,2,2,1,"[""16"", ""9""]","A test has $25$ problems, which are worth a total of $152$ points. There are two types of problems in the test. Each multiple-choice problem is worth $5$ points, and each short-answer problem is worth $8$ points. Write and solve a system equation to answer the following questions.\nThis test has [ANS] multiple-choice problems and [ANS] short-answer problems."
669,KEEP,mcq_options,,,0,1,1,1,1,"""J""","Assume that the continuous random variables $$x_{1}, x_{2}$$ are independent of each other, and the variances all exist $$x_{1}$$, the probability densities of $$x_{2}$$ are $$f_{1}( x), f_{2}(x)$$, the probability density of random variable $$Y_{1}$$ is $$f_{Y_{1}} ( y )=\frac{1} {2} ( f_ {1} ( y )+f_{2} ( y ) )$$, random variable $$\mathrm{Y}_{2}=\mathrm{~ ( x_{1}+x_{2} ) ~} / 2$$, then ()."
670,KEEP,free,,,5,5,5,5,1,"[""9"", ""9"", ""363"", ""218"", ""17""]","1) The cafeteria workers keep small milk cartons in the refrigerator in stacks of 7. If each worker carries no more than one stack then at least [ANS] cafeteria workers needed to carry small milk cartons for a class of 60. 2) In the teacher's lunchroom, teachers sit at tables for 6. There are 49 teachers eating lunch, so [ANS] tables must be set up. 3) A truck is loaded with 9801 kilograms of food. Each box of food weighs 27 kilograms. That means that there are [ANS] boxes on the truck. 4) There are 5249 auto parts to be packed for a shipment with as many boxes full as possible. The parts are to be packed 24 to a box. There will be [ANS] full boxes and [ANS] parts left over."
671,KEEP,free,,,2,2,2,2,1,"[""4+tan(x)"", ""tan(4+x)""]","Suppose that $f(x)=g \big(h(x) \big)$. In each part, based on one of the functions provided, find a formula for the other formula such that their composition yields $f(x)=g \big(h(x) \big)$. Be sure to play close attention to the order of composition. f(x)=\tan{\big(4+\tan{(x)}\big)}\n(a) If $g(x)=\tan{(x)}$, then $h(x)=$ [ANS]\n(b) If $h(x)=\tan{(x)}$, then $g(x)=$ [ANS]"
672,KEEP,mcq_options,,,0,1,1,1,1,"""D""",Let $f(x) = \log_2(x)$ for all $x > 0$ . Find the sum of all $x$ for which\n$$ x^{95 + f\left(x^{f(x) -18} \right)} = 2^{126}$$\nholds true.
673,KEEP,free,,,5,5,5,5,1,"[""0.424655"", ""552.6"", ""5.09382"", ""1.06"", ""0.144572""]","The scores of students on the SAT college entrance examinations at a certain high school had a normal distribution with mean $\mu=552.6$ and standard deviation $\sigma=27.9$.\n(a) What is the probability that a single student randomly chosen from all those taking the test scores 558 or higher? ANSWER: [ANS]\nFor parts (b) through (d), consider a simple random sample (SRS) of 30 students who took the test. (b) What are the mean and standard deviation of the sample mean score $\bar x$, of 30 students? The mean of the sampling distribution for $\bar x$ is: [ANS]\nThe standard deviation of the sampling distribution for $\bar x$ is: [ANS]\n(c) What z-score corresponds to the mean score $\bar x$ of 558? ANSWER: [ANS]\n(d) What is the probability that the mean score $\bar x$ of these students is 558 or higher? ANSWER: [ANS]"
674,KEEP,free,,,1,1,1,1,1,"[""-3.33333333333333""]",Write the following as a simple fraction in lowest terms. \frac{(-3)^{-4}+(-3)^{-2}}{-3^{-3}} [ANS]
675,KEEP,free,,,1,1,1,1,1,"[""153.484937503751""]","Two ships leave a harbor at the same time, traveling on courses that have an angle of $130 ^\circ$ between them. If the first ship travels at $28$ miles per hour and the second ship travels at $37$ miles per hour, how far apart are the two ships after $2.6$ hours?\ndistance=[ANS]"
676,KEEP,mcq_options,,,0,1,1,1,1,"""G""","Let the probability density function f(x) of the random variable X satisfy f(1+x)=f(1-x), and $$\int_{0}^{2} f \left( x \right) \mathrm{d} x=0. 6$$ then P{X<0}=()."
677,KEEP,mcq_options,,,0,1,1,1,1,"""A""",Let $N$ denote the number of permutations of the $15$ -character string $AAAABBBBBCCCCCC$ such that\n$\bullet$ None of the first four letters is an $A$ . (1)\n$\bullet$ None of the next five letters is a $B$ . (2)\n$\bullet$ None of the last six letters is a $C$ . (3)\nFind the remainder when $N$ is divided by $1000$ .
678,DROP,free,rounding_conflict,,8,8,8,8,1,"[""0.8"", ""0.55"", ""0.833333"", ""0.9"", ""0.76"", ""0.66"", ""0.6"", ""0.45""]","Change the following fractions to decimals. If answer is a repeating decimal, round to 3 decimal places. $\frac{40}{50}$=[ANS]. $\frac{11}{20}$=[ANS]. $\frac{5}{6}$=[ANS]. $\frac{9}{10}$=[ANS]. $\frac{19}{25}$=[ANS]. $\frac{33}{50}$=[ANS]. $\frac{3}{5}$=[ANS]. $\frac{18}{40}$=[ANS]."
679,KEEP,free,,,4,4,4,4,1,"[""2.22867162286499"", ""4.17132837713501"", ""0.200490371187115"", ""0.499909628812885""]","Periodically, the county Water Department tests the drinking water of homeowners for contaminants such as lead and copper. The lead and copper levels in water specimens collected in 1998 for a sample of 10 residents of a subdevelopement of the county are shown below.\n$\begin{array}{cc}\hline lead (\mug/L) & copper (mg/L) \\ \hline 2 & 0.391 \\ \hline 2.2 & 0.142 \\ \hline 4.4 & 0.385 \\ \hline 3.7 & 0.457 \\ \hline 1.8 & 0.357 \\ \hline 3 & 0.355 \\ \hline 3.5 & 0.121 \\ \hline 4.5 & 0.588 \\ \hline 3.5 & 0.243 \\ \hline 3.4 & 0.463 \\ \hline \end{array}$\n(a) $\ $ Construct a $99$ \% confidence interval for the mean lead level in water specimans of the subdevelopment. [ANS] $\leq \mu \leq$ [ANS]\n(b) $\ $ Construct a $99$ \% confidence interval for the mean copper level in water specimans of the subdevelopment. [ANS] $\leq \mu \leq$ [ANS]"
680,KEEP,free,,,1,1,1,1,1,"[""66""]","Each big truck can hold ${5 {\textstyle\frac{3}{5}}}$ tons of sand, while each small truck can hold ${1 {\textstyle\frac{1}{4}}}$ tons of sand. A team of $10$ big trucks and $8$ small trucks will deliver sand to a work site. If each truck has a full load of sand, how many tons of sand in total will be delivered? Solution: In total, [ANS] tons of sand will be delivered."
681,KEEP,free,,,1,1,1,1,1,"[""110""]","Find the distance between the pair of real numbers: $51$, $-59$. Answer: [ANS]"
682,KEEP,free,,,4,4,4,4,1,"[""107.3"", ""8.5"", ""87.8"", ""5.9""]","Scrapie is a degenerative disease of the nervous system. A study of the substance IDX as a treatment for scrapie used as subjects 28 infected hamsters. Fourteen, chosen at random, were injected with IDX. The other 14 were untreated. The researchers recorded how long each hamster lived. They reported: Thus, although all infected control hamsters had died by 94 days after infection (mean $\pm$ SEM=87.8 $\pm$ 1.58), IDX-treated hamsters lived up to 116 days (mean $\pm$ SEM=107.3 $\pm$ 2.27). Readers are supposed to know that SEM stands for the standard error of the mean.\n(a) For the group injected with IDX, find:\nThe mean, $\bar x$=[ANS]\nThe standard deviation, $s$=[ANS]\n(b) For the untreated group, find:\nThe mean, $\bar x$=[ANS]\nThe standard deviation, $s$=[ANS]"
683,KEEP,free,,,1,1,1,1,1,"[""7000""]",Suppose that Alice has 10000 dollars and Bill has 3000 dollars. How much more money does Alice have than Bill? Answer=[ANS]
684,KEEP,mcq_inline,,,3,3,3,3,1,"[""C"", ""A"", ""B""]","For the following problems, select the best response.\n(a) The number of hours a light bulb burns before failing varies from bulb to bulb. The distribution of burnout times is strongly skewed to the right. The central limit theorem says that [ANS] A. the average burnout time of a large number of bulbs has a distribution of the same shape (strongly skewed) as the distribution for individual bulbs.  B. as we look at more and more bulbs, their average burnout time gets ever closer to the mean for all bulbs of this type.  C. the average burnout time of a large number of bulbs has a distribution that is close to Normal.  D. None of the above.\n(b) A study of voting chose 663 registered voters at random shortly after an election. Of these, 72\% said they had voted in the election. Election records show that only 56\% of registered voters voted in the election. The boldface number is a [ANS] A. parameter.  B. statistic.  C. sampling distribution.  D. None of the above.\n(c) Annual returns on the more than 5000 common stocks available to investors vary a lot. In a recent year, the mean return was 8.3\% and the standard deviation of return was 28.5\%. The law of large numbers says that [ANS] A. if you invest in a large number of stocks chosen at random, your average return will have approximately a Normal distribution.  B. as you invest in more and more stocks chosen at random that year, your average return on these stocks gets ever closer to 8.3\%.  C. you can get an average return higher than the mean 8.3\% by investing in a large number of stocks.  D. None of the above."
685,KEEP,mcq_options,,,0,1,1,1,1,"""H""",In how many distinct ways can the letters of the word SCIENCE be arranged?
686,KEEP,mcq_options,,,0,1,1,1,1,"""A""","Determine the number of permutations of $1,2,3, 4,...,32$ such that if $m$ divides $n$ , the $m$ -th number divides the $n$ -th number."
687,KEEP,mcq_options,,,0,1,1,1,1,"""A""","Evaluate the following integrals:$\int _{\mathrm{all~space}}( r^{2}+ \mathbf{r} \cdot \mathbf{a} + a^{2}) \delta ^{3}( \mathbf{r} - \mathbf{a} ) d\tau$,where a is a fixed vector and $a$ is its magnitude."
688,KEEP,free,,,1,1,1,1,1,"[""2*6+1""]",A room contains $78$ chairs arranged in rows. The number of rows is one more than twice the number of chairs per row. Find the number of rows. Number of Rows: [ANS]
689,DROP,free,rounding_conflict,,1,1,1,1,1,"[""37.7261404719399""]","Frank and Marie set sail from the same point. Frank is sailing in the direction $S 7^\circ E$. Marie is sailing in the direction $S 13^\circ W$. After 8 hours, Marie was 13 miles due west of Frank. How far had Marie sailed? Round your answer to four decimal places. Distance Marie sailed=[ANS] miles."
690,KEEP,free,,,7,7,7,7,1,"[""T"", ""F"", ""H"", ""C"", ""O"", ""I"", ""L""]","Match each polar equation below to the best description. Each answer should be C, E, F, H, I, L, O, P, T, or W.\nDESCRIPTIONS\nC. Cardioid, E. Ellipse, F. Rose with four petals, H. Hyperbola, I. Inwardly spiraling spiral, L. Line, P. Parabola, O. Outwardly spiraling spiral, T. Rose with three petals,\nPOLAR EQUATIONS [ANS] 1. $r=\sin 3 \theta$ [ANS] 2. $r=\sin 2 \theta$ [ANS] 3. $r^2=\csc 2 \theta$ [ANS] 4. $r=8-8 \sin \theta$ [ANS] 5. $r=6 \theta, r>0$ [ANS] 6. $r=\frac{2}{\theta}, r>0$ [ANS] 7. $1=\tan \theta$"
691,KEEP,mcq_inline,,,2,2,2,2,1,"[""A"", ""C""]","In testing the null hypothesis $H_0:p_1-p_2=0$, if $H_0$ is false, the test could lead to: [ANS] A. a Type II error  B. either a Type I error or a Type II error  C. a Type I error  D. none of the above\nTwo samples of size 25 and 35 are independently drawn from two normal populations where the unknown population variances are assumed to be equal. The number of degrees of freedom of the equal-variances t test statistic is: [ANS] A. 35  B. 60  C. 58  D. 59"
692,KEEP,mcq_options,,,0,1,1,1,1,"""E""",The following inequality is correct ( )
693,KEEP,free,,,1,1,1,1,1,"[""92.5821168498253""]",You are taking a road trip in a car without A/C. The temperture in the car is 104 degrees F. You buy a cold pop at a gas station. Its initial temperature is 45 degrees F. The pop's temperature reaches 60 degrees F after 32 minutes. Given that \frac{T-A}{T_0-A}=e^{-kt} where $T=$ the temperature of the pop at time t. $T_0=$ the initial temperature of the pop. $A=$ the temperature in the car. $k=$ a constant that corresponds to the warming rate. and $t=$ the length of time that the pop has been warming up.\nHow long will it take the pop to reach a temperature of 78.75 degrees F? It will take [ANS] minutes.
694,KEEP,free,,,2,2,2,2,1,"[""-0.000100632340* x+14.2363444745559"", ""11.6199036434809""]","The table below shows (lifetime) peptic ulcer rates (per 100 population), $U$, for various family incomes, $x$, as reported by the 1989 National Health Interview Survey.\n$\begin{array}{cccccccccc}\hline Income & 4000 & 6000 & 8000 & 12000 & 16000 & 20000 & 30000 & 45000 & 60000 \\ \hline Ulcer rate & 14.2 & 13.4 & 13.2 & 13.1 & 12.7 & 12.1 & 11.2 & 9.9 & 8.1 \\ \hline \end{array}$\n(a) Find the equation of the regression line. Ulcer rate, $U(x)=$ [ANS]. (b) Estimate the peptic ulcer rate for an income level of $x_0=$ 26000 according to the linear model in part (a). Ulcer rate, $U(x_0)=$ [ANS]."
695,KEEP,free,,,2,2,2,2,1,"[""19.7954432506913"", ""37.8557852142874""]","There are currently 25 frogs in a (large) pond. The frog population grows exponentially, tripling every 10 days. How long will it take (in days) for there to be 220 frogs in the pond? Time to 220 frogs: [ANS] days The pond's ecosystem can support 1600 frogs. How long until the situation becomes critical? Time to 1600 frogs: [ANS] days"
696,KEEP,free,,,2,2,2,2,1,"[""1"", ""8""]",Identify the exponent and the coefficient in the following power function: The perimeter of a regular octagon of side $x$ is $P=8x$.\nExponent=[ANS]\nCoefficient=[ANS]
697,KEEP,mcq_options,,,0,1,1,1,1,"""G""","We now define an algorithm: The definition of a(n) is the number of walks of length n along the edges of a regular dodecahedron between two opposite vertices, where a walk is defined as a sequence of moves between adjacent vertices of the polyhedron. Given the input x_list (a series of values): [20, 21, 22, 23, 24, 25, 26, 27, 28, 29], determine the corresponding output sequence y_list."
698,KEEP,free,,,1,1,1,1,1,"[""5/8""]","A company received a grant, and decided to spend ${{\textstyle\frac{23}{32}}}$ of this grant in research and development next year. Out of the money set aside for research and development, ${{\textstyle\frac{20}{23}}}$ will be used to buy new equipment. What fraction of the grant will be used to buy new equipment? [ANS] of the grant will be used to buy new equipment."
699,KEEP,mcq_options,,,0,1,1,1,1,"""F""",Find the Maclaurin series for the function: $f(x) = \cos(x) - x \cdot \sin(x)$.
700,KEEP,mcq_options,,,0,1,1,1,1,"""H""",A particle is moving with uniform acceleration along a straight line AB. Its speed at A and B are 2m/s  and 14 m/s respectively then
701,KEEP,free,,,4,4,4,4,1,"[""0"", ""0"", ""(2, 3)"", ""NONE""]","Suppose a function $h$ is given by the following table of values.\n$\begin{array}{cccccccc}\hline t=&-3 &-2 &-1 & 0 & 1 & 2 & 3 \\ \hline h(t)=&-2 &-2 &-1 &-4 &-1 & 0 & 0 \\ \hline \end{array}$\nUse the table to fill in the missing values. There may be more than one correct answer, in which case you should enter your answers as a comma separated list. If there are no correct answers, enter NONE. $h \big($ [ANS] $\big)=2h(-2)$ $h \big($ [ANS] $\big)=2h(1)+h(-3)$ $h \big($ [ANS] $\big)=h(2)$ $h \big($ [ANS] $\big)=h(-1)+h(-3)$"
702,KEEP,free,,,1,1,1,1,1,"[""10^(-2)""]","Find the hydrogen ion concentration for Lemon Juice, with a pH of 2.0. Hint: $pH=-\log{\lbrack H^+\rbrack}$. [ANS] moles per liter"
703,KEEP,free,,,42,42,42,42,1,"[""0"", ""0"", ""9"", ""0"", ""-9"", ""0"", ""0"", ""4"", ""0"", ""-4"", ""8.06225774829855"", ""0"", ""-8.06225774829855"", ""0"", ""-7"", ""7"", ""-3"", ""7"", ""-11"", ""7"", ""-7"", ""16"", ""-7"", ""-2"", ""-7"", ""15.0622577482985"", ""-7"", ""-1.06225774829855"", ""6"", ""4"", ""10"", ""4"", ""2"", ""4"", ""6"", ""7"", ""6"", ""1"", ""8.64575131106459"", ""4"", ""3.35424868893541"", ""4""]","Find the center, vertices, and foci of each ellipse.\n(a) $ \frac{x^2}{81}+\frac{y^2}{16}=1$ Center: ([ANS], [ANS]) Right vertex: ([ANS], [ANS]) Left vertex: ([ANS], [ANS]) Top vertex: ([ANS], [ANS]) Bottom vertex: ([ANS], [ANS]) Right focus: ([ANS], [ANS]) Left focus: ([ANS], [ANS])\n(b) $ \frac{(x+7)^2}{16}+\frac{(y-7)^2}{81}=1$ Center: ([ANS], [ANS]) Right vertex: ([ANS], [ANS]) Left vertex: ([ANS], [ANS]) Top vertex: ([ANS], [ANS]) Bottom vertex: ([ANS], [ANS]) Top focus: ([ANS], [ANS]) Bottom focus: ([ANS], [ANS])\n(c) $9x^2+16 y^2-108x-128 y+436=0$ Center: ([ANS], [ANS]) Right vertex: ([ANS], [ANS]) Left vertex: ([ANS], [ANS]) Top vertex: ([ANS], [ANS]) Bottom vertex: ([ANS], [ANS]) Right focus: ([ANS], [ANS]) Left focus: ([ANS], [ANS])"
704,KEEP,mcq_options,,,0,1,1,1,1,"""B""","Assertion (A): The shadow of a tower on a level plane is found to be 60 meters longer when sun's altitude is $30^{0}$ than that when it is $45^{0}$ Then the height of the tower is $30$ $(\sqrt{3}+1)$ {meters}Reason (R): The angle of elevation of a top of a tower standing an horizontal plane from a Point $A$ is $lpha$. After wlaking a distance $d$ meters towards the foot of the tower, the angle elveation is found to be $\beta$ then the height of the tower is $h=\displaystyle \frac{d}{\cotlpha-\cot\beta}$"
705,KEEP,mcq_options,,,0,1,1,1,1,"""H""","Let $f(x) = 1 / (1 + x^{2})$. On the interval $-5 \leq x \leq 5$, with $n = 10$, estimate the error between the values of $I_{h}(x)$ at the midpoint of each node and $f(x)$ as _____."
706,KEEP,free,,,2,2,2,2,1,"[""2.74336"", ""0.0031""]","A noted psychic was tested for ESP. The psychic was presented with 240 cards face down and was asked to determine if the card was one of 5 symbols: a star, cross, circle, square, or three wavy lines. The psychic was correct in 65 cases. Let $p$ represent the probability that the psychic correctly identifies the symbol on the card in a random trial. Assume the 240 trials can be treated as an SRS from the population of all guesses. To see if there is evidence that the psychic is doing better than just guessing, we test $H_0: p=.2$ $H_a: p >.2$\n(a) What is the $z$-statistic for this test? [ANS]\n(b) What is the P-value of the test? [ANS]"
707,KEEP,free,,,4,4,4,4,1,"[""CONTINUOUS"", ""CONTINUOUS"", ""DISCRETE"", ""CONTINUOUS""]","Determine whether the following examples are discrete or continuous data sets. Write ""DISCRETE"" for discrete and ""CONTINUOUS"" for continuous. (without quotations)\n(a) The temperature in any given location. answer: [ANS]\n(b) The length of time it takes to fill up your gas tank. answer: [ANS]\n(c) The number of customers waiting in line at the grocery store. answer: [ANS]\n(d) The length of time needed for a student to complete a homework assignment. answer: [ANS]"
708,KEEP,free,,,2,2,2,2,1,"[""240"", ""400""]",You poured some $8\%$ alcohol solution and some $12\%$ alcohol solution into a mixing container. Now you have $640$ grams of $10.5 \%$ alcohol solution. How many grams of $8\%$ solution and how many grams of $12 \%$ solution did you pour into the mixing container? Write and solve a system equation to answer the following questions.\nYou mixed [ANS] grams of $8\%$ solution with [ANS] grams of $12\%$ solution.
709,KEEP,free,,,1,1,1,1,1,"[""(-10,5)""]","Using, the solution to the inequality\nx^2+5x-50 < 0 is all $x$ in the interval [ANS]. Note: This is equivalent to asking where the graph of the parabola $y=x^2+5x-50$ is below the $x$-axis."
710,KEEP,free,,,3,3,3,3,1,"[""422.195490394894"", ""573.804509605106"", ""C""]","The ability of lizards to recognize their predators via tongue flicks can often mean life or death for lizards. Seventeen juvenile common lizards were exposed to the chemical cues of the viper snake. Their responses, in number of tongue flicks per 20 minutes, are presented below. 659, 540, 574, 642, 370, 387, 540, 540, 421, 489, 591, 353, 506, 455, 438, 455, 506 a) Preliminary data analyses indicate that you can reasonably apply the z-interval procedure. Find a 90\% confidence interval for the mean number of tongue flicks per 20 minutes for all juvenile common lizards. Assume a population standard deviation of 190.0. Note: The sum of the data is 8466. Confidence interval: ([ANS], [ANS]).\nb) Which of the following is the correct interpretation for your answer in part (a)? [ANS] A. We can be 90\% confident that the mean number of tongue flicks per 20 minutes for this sample of 17 lizards lies in the interval  B. There is a 90\% chance that the mean number of tongue flicks per 20 minutes for all juvenile common lizards lies in the interval  C. We can be 90\% confident that the mean number of tongue flicks per 20 minutes for all juvenile common lizards lies in the interval  D. None of the above"
711,KEEP,free,,,1,1,1,1,1,"[""171""]",Find the minimum sample size needed to be $99$ \% confident that the sample variance is within $30$ \% of the population variance. [ANS]
712,KEEP,free,,,2,2,2,2,1,"[""2 x-4-2*3"", ""x-3""]",Simplify the expression 2-\frac{4}{x-3} and give your answer in the form of \frac{f(x)}{g(x)}. Your answer for the function $f(x)$ is: [ANS]\nYour answer for the function $g(x)$ is: [ANS]
713,KEEP,mcq_inline,,,3,3,3,3,1,"[""D"", ""D"", ""A""]","A television station is interested in predicting whether or not voters are in favor of an increase in the state sales tax. It asks its viewers to phone in and indicate whether they support or are opposed to an increase in the state sales tax in order to generate additional revenue for education. Of the 2633 viewers who phone in, 1474 (55.98\%) are opposed to the increase.\n(a) In this case, the sample obtained is [ANS] A. a stratified random sample.  B. a probability sample in which each person in the population has the same chance of being in the sample.  C. a simple random sample.  D. probably biased.\n(b) The sample is [ANS] A. all people who will vote on the sales tax increase on the data of the vote.  B. the 1474 viewers were opposed to the increase.  C. all regular viewers of the television station who own a phone and have participated in similar phone surveys in the past.  D. the 2633 viewers who phoned in.\n(c) The population of interest is [ANS] A. all people who will vote on the sales tax increase on the date of the vote.  B. the 1474 viewers who were opposed.  C. all regular viewers of the television station who own a phone and have participated in similar phone surveys in the past.  D. the 2633 viewers who phoned in."
714,KEEP,free,,,6,6,6,6,1,"[""p"", ""q"", ""p"", ""q"", ""f"", ""d""]","In each of the following equations, determine which variable represents the angle and which variable represents the value of the trigonometric function.\n(a) In the equation $q=\sin p$, [ANS] represents the angle and [ANS] represents the value of the trigonometric function. (b) In the equation $p=\tan^{-1}q$, [ANS] represents the angle and [ANS] represents the value of the trigonometric function. (c) In the equation $\arccos d=f$, [ANS] represents the angle and [ANS] represents the value of the trigonometric function."
715,REVIEW,free,judge_self_check_failed,,2,2,2,2,0,"[""-P^2+25"", ""QUADRATIC""]","Simplify the function L(P)=(P+5)(5-P) by expanding and combining like terms. Simplify your answer as much as possible. $L(P)=$ [ANS]\nIs $L(P)$ a constant, linear, quadratic, or cubic function, or none of these? [ANS]"
716,DROP,free,exact_decimal_conflict,,5,5,5,5,1,"[""-0.866025403784439"", ""0.5"", ""-1.73205080756888"", ""2"", ""-0.577350269189626""]","Given $\csc(\alpha)=-2\sqrt 3/3$ and $3\pi/2<\alpha<2\pi$, find the exact values of the remaining five trigonometric functions. Note: You are not allowed to use decimals in your answer. $\sin(\alpha)$=[ANS]. $\cos(\alpha)$=[ANS]. $\tan(\alpha)$=[ANS]. $\sec(\alpha)$=[ANS]. $\cot(\alpha)$=[ANS]."
717,KEEP,mcq_options,,,0,1,1,1,1,"""F""",\( \int{\frac{\ln \cos x}{{\cos}^{2}x}dx} \)
718,KEEP,free,,,3,3,3,3,1,"[""1337"", ""435"", ""37.5""]","The volume of air contained in the lungs of a certain athlete is modeled by the equation $v=451 \sin (75 \pi t)+886$, where $t$ is time in minutes, and $v$ is volume in cubic centimeters. What is the maximum possible volume of air in the athlete's lungs? Maximum volume=[ANS] cubic centimeters What is the minimum possible volume of air in the athlete's lungs? Minimum volume=[ANS] cubic centimeters How many breaths does the athlete take per minute? [ANS] breaths per minute"
